"12812: Kommunestyre- og fylkestingsvalget. Valgdeltakelse (prosent), etter region, alder, utdanningsnivå, statistikkvariabel, fireårlig og kjønn"

"region";"alder";"utdanningsnivå";"Valgdeltakelse 2019 Menn";"Valgdeltakelse 2019 Kvinner"
"5432 Loppa";"20-24 år";"Utdanningsnivå i alt";:;:
"5432 Loppa";"20-24 år";"Grunnskolenivå";:;:
"5432 Loppa";"20-24 år";"Videregående skolenivå";:;:
"5432 Loppa";"20-24 år";"Universitets- og høgskolenivå";:;:
"5432 Loppa";"20-24 år";"Uoppgitt eller ingen fullført utdanning";.;:
"5432 Loppa";"25-44 år";"Utdanningsnivå i alt";:;:
"5432 Loppa";"25-44 år";"Grunnskolenivå";:;:
"5432 Loppa";"25-44 år";"Videregående skolenivå";:;:
"5432 Loppa";"25-44 år";"Universitets- og høgskolenivå";:;:
"5432 Loppa";"25-44 år";"Uoppgitt eller ingen fullført utdanning";:;:
"5432 Loppa";"45-66 år";"Utdanningsnivå i alt";:;:
"5432 Loppa";"45-66 år";"Grunnskolenivå";:;:
"5432 Loppa";"45-66 år";"Videregående skolenivå";:;:
"5432 Loppa";"45-66 år";"Universitets- og høgskolenivå";:;:
"5432 Loppa";"45-66 år";"Uoppgitt eller ingen fullført utdanning";:;:
"5432 Loppa";"67-79 år";"Utdanningsnivå i alt";:;:
"5432 Loppa";"67-79 år";"Grunnskolenivå";:;:
"5432 Loppa";"67-79 år";"Videregående skolenivå";:;:
"5432 Loppa";"67-79 år";"Universitets- og høgskolenivå";:;:
"5432 Loppa";"67-79 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5432 Loppa";"80 år eller eldre";"Utdanningsnivå i alt";:;:
"5432 Loppa";"80 år eller eldre";"Grunnskolenivå";:;:
"5432 Loppa";"80 år eller eldre";"Videregående skolenivå";:;:
"5432 Loppa";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5432 Loppa";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";:;.
"5433 Hasvik";"Alder i alt";"Utdanningsnivå i alt";59.2;65.3
"5433 Hasvik";"Alder i alt";"Grunnskolenivå";:;:
"5433 Hasvik";"Alder i alt";"Videregående skolenivå";:;:
"5433 Hasvik";"Alder i alt";"Universitets- og høgskolenivå";:;:
"5433 Hasvik";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";:;:
"5433 Hasvik";"18-19 år";"Utdanningsnivå i alt";:;:
"5433 Hasvik";"18-19 år";"Grunnskolenivå";:;:
"5433 Hasvik";"18-19 år";"Videregående skolenivå";.;:
"5433 Hasvik";"18-19 år";"Universitets- og høgskolenivå";.;.
"5433 Hasvik";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5433 Hasvik";"20-24 år";"Utdanningsnivå i alt";:;:
"5433 Hasvik";"20-24 år";"Grunnskolenivå";:;:
"5433 Hasvik";"20-24 år";"Videregående skolenivå";:;:
"5433 Hasvik";"20-24 år";"Universitets- og høgskolenivå";.;:
"5433 Hasvik";"20-24 år";"Uoppgitt eller ingen fullført utdanning";:;.
"5433 Hasvik";"25-44 år";"Utdanningsnivå i alt";:;:
"5433 Hasvik";"25-44 år";"Grunnskolenivå";:;:
"5433 Hasvik";"25-44 år";"Videregående skolenivå";:;:
"5433 Hasvik";"25-44 år";"Universitets- og høgskolenivå";:;:
"5433 Hasvik";"25-44 år";"Uoppgitt eller ingen fullført utdanning";:;:
"5433 Hasvik";"45-66 år";"Utdanningsnivå i alt";:;:
"5433 Hasvik";"45-66 år";"Grunnskolenivå";:;:
"5433 Hasvik";"45-66 år";"Videregående skolenivå";:;:
"5433 Hasvik";"45-66 år";"Universitets- og høgskolenivå";:;:
"5433 Hasvik";"45-66 år";"Uoppgitt eller ingen fullført utdanning";:;:
"5433 Hasvik";"67-79 år";"Utdanningsnivå i alt";:;:
"5433 Hasvik";"67-79 år";"Grunnskolenivå";:;:
"5433 Hasvik";"67-79 år";"Videregående skolenivå";:;:
"5433 Hasvik";"67-79 år";"Universitets- og høgskolenivå";:;:
"5433 Hasvik";"67-79 år";"Uoppgitt eller ingen fullført utdanning";:;.
"5433 Hasvik";"80 år eller eldre";"Utdanningsnivå i alt";:;:
"5433 Hasvik";"80 år eller eldre";"Grunnskolenivå";:;:
"5433 Hasvik";"80 år eller eldre";"Videregående skolenivå";:;:
"5433 Hasvik";"80 år eller eldre";"Universitets- og høgskolenivå";:;.
"5433 Hasvik";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";:;.
"5434 Måsøy";"Alder i alt";"Utdanningsnivå i alt";53.5;69.6
"5434 Måsøy";"Alder i alt";"Grunnskolenivå";49.2;58.9
"5434 Måsøy";"Alder i alt";"Videregående skolenivå";63.9;77.6
"5434 Måsøy";"Alder i alt";"Universitets- og høgskolenivå";69.1;84.8
"5434 Måsøy";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";17.2;39.4
"5434 Måsøy";"18-19 år";"Utdanningsnivå i alt";33.3;30.8
"5434 Måsøy";"18-19 år";"Grunnskolenivå";33.3;30.8
"5434 Måsøy";"18-19 år";"Videregående skolenivå";.;.
"5434 Måsøy";"18-19 år";"Universitets- og høgskolenivå";.;.
"5434 Måsøy";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5434 Måsøy";"20-24 år";"Utdanningsnivå i alt";32.5;69.6
"5434 Måsøy";"20-24 år";"Grunnskolenivå";37.5;83.3
"5434 Måsøy";"20-24 år";"Videregående skolenivå";28.6;61.5
"5434 Måsøy";"20-24 år";"Universitets- og høgskolenivå";.;:
"5434 Måsøy";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;.
"5434 Måsøy";"25-44 år";"Utdanningsnivå i alt";42.7;67.0
"5434 Måsøy";"25-44 år";"Grunnskolenivå";47.4;51.9
"5434 Måsøy";"25-44 år";"Videregående skolenivå";50.0;75.8
"5434 Måsøy";"25-44 år";"Universitets- og høgskolenivå";58.8;83.3
"5434 Måsøy";"25-44 år";"Uoppgitt eller ingen fullført utdanning";18.2;42.1
"5434 Måsøy";"45-66 år";"Utdanningsnivå i alt";63.2;80.0
"5434 Måsøy";"45-66 år";"Grunnskolenivå";58.5;75.8
"5434 Måsøy";"45-66 år";"Videregående skolenivå";73.7;85.0
"5434 Måsøy";"45-66 år";"Universitets- og høgskolenivå";73.1;88.9
"5434 Måsøy";"45-66 år";"Uoppgitt eller ingen fullført utdanning";18.2;33.3
"5434 Måsøy";"67-79 år";"Utdanningsnivå i alt";60.0;72.3
"5434 Måsøy";"67-79 år";"Grunnskolenivå";52.2;70.5
"5434 Måsøy";"67-79 år";"Videregående skolenivå";69.6;75.0
"5434 Måsøy";"67-79 år";"Universitets- og høgskolenivå";72.7;71.4
"5434 Måsøy";"67-79 år";"Uoppgitt eller ingen fullført utdanning";..;50.0
"5434 Måsøy";"80 år eller eldre";"Utdanningsnivå i alt";46.3;47.8
"5434 Måsøy";"80 år eller eldre";"Grunnskolenivå";39.3;40.0
"5434 Måsøy";"80 år eller eldre";"Videregående skolenivå";58.3;72.7
"5434 Måsøy";"80 år eller eldre";"Universitets- og høgskolenivå";:;.
"5434 Måsøy";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;.
"5435 Nordkapp";"Alder i alt";"Utdanningsnivå i alt";65.8;74.3
"5435 Nordkapp";"Alder i alt";"Grunnskolenivå";59.4;68.0
"5435 Nordkapp";"Alder i alt";"Videregående skolenivå";72.8;76.3
"5435 Nordkapp";"Alder i alt";"Universitets- og høgskolenivå";77.0;89.4
"5435 Nordkapp";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";35.8;31.9
"5435 Nordkapp";"18-19 år";"Utdanningsnivå i alt";62.5;82.4
"5435 Nordkapp";"18-19 år";"Grunnskolenivå";62.5;82.4
"5435 Nordkapp";"18-19 år";"Videregående skolenivå";.;.
"5435 Nordkapp";"18-19 år";"Universitets- og høgskolenivå";.;.
"5435 Nordkapp";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5435 Nordkapp";"20-24 år";"Utdanningsnivå i alt";57.1;62.5
"5435 Nordkapp";"20-24 år";"Grunnskolenivå";54.1;59.1
"5435 Nordkapp";"20-24 år";"Videregående skolenivå";58.5;63.8
"5435 Nordkapp";"20-24 år";"Universitets- og høgskolenivå";:;:
"5435 Nordkapp";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;..
"5435 Nordkapp";"25-44 år";"Utdanningsnivå i alt";54.6;71.2
"5435 Nordkapp";"25-44 år";"Grunnskolenivå";47.8;69.1
"5435 Nordkapp";"25-44 år";"Videregående skolenivå";64.4;70.5
"5435 Nordkapp";"25-44 år";"Universitets- og høgskolenivå";68.3;86.9
"5435 Nordkapp";"25-44 år";"Uoppgitt eller ingen fullført utdanning";25.5;35.7
"5435 Nordkapp";"45-66 år";"Utdanningsnivå i alt";72.1;81.3
"5435 Nordkapp";"45-66 år";"Grunnskolenivå";63.4;73.3
"5435 Nordkapp";"45-66 år";"Videregående skolenivå";79.0;84.3
"5435 Nordkapp";"45-66 år";"Universitets- og høgskolenivå";82.4;91.1
"5435 Nordkapp";"45-66 år";"Uoppgitt eller ingen fullført utdanning";50.0;28.6
"5435 Nordkapp";"67-79 år";"Utdanningsnivå i alt";73.6;76.1
"5435 Nordkapp";"67-79 år";"Grunnskolenivå";70.0;67.9
"5435 Nordkapp";"67-79 år";"Videregående skolenivå";77.2;79.4
"5435 Nordkapp";"67-79 år";"Universitets- og høgskolenivå";77.4;91.2
"5435 Nordkapp";"67-79 år";"Uoppgitt eller ingen fullført utdanning";33.3;..
"5435 Nordkapp";"80 år eller eldre";"Utdanningsnivå i alt";61.1;52.6
"5435 Nordkapp";"80 år eller eldre";"Grunnskolenivå";44.4;49.2
"5435 Nordkapp";"80 år eller eldre";"Videregående skolenivå";77.3;55.6
"5435 Nordkapp";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5435 Nordkapp";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";100.0;100.0
"5436 Porsanger - Porsángu - Porsanki";"Alder i alt";"Utdanningsnivå i alt";62.1;69.3
"5436 Porsanger - Porsángu - Porsanki";"Alder i alt";"Grunnskolenivå";48.1;57.9
"5436 Porsanger - Porsángu - Porsanki";"Alder i alt";"Videregående skolenivå";67.9;69.6
"5436 Porsanger - Porsángu - Porsanki";"Alder i alt";"Universitets- og høgskolenivå";77.8;79.8
"5436 Porsanger - Porsángu - Porsanki";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";36.2;42.2
"5436 Porsanger - Porsángu - Porsanki";"18-19 år";"Utdanningsnivå i alt";40.0;63.6
"5436 Porsanger - Porsángu - Porsanki";"18-19 år";"Grunnskolenivå";40.0;66.7
"5436 Porsanger - Porsángu - Porsanki";"18-19 år";"Videregående skolenivå";.;..
"5436 Porsanger - Porsángu - Porsanki";"18-19 år";"Universitets- og høgskolenivå";.;.
"5436 Porsanger - Porsángu - Porsanki";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;..
"5436 Porsanger - Porsángu - Porsanki";"20-24 år";"Utdanningsnivå i alt";36.2;53.7
"5436 Porsanger - Porsángu - Porsanki";"20-24 år";"Grunnskolenivå";33.3;50.0
"5436 Porsanger - Porsángu - Porsanki";"20-24 år";"Videregående skolenivå";40.0;56.3
"5436 Porsanger - Porsángu - Porsanki";"20-24 år";"Universitets- og høgskolenivå";:;:
"5436 Porsanger - Porsángu - Porsanki";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;.
"5436 Porsanger - Porsángu - Porsanki";"25-44 år";"Utdanningsnivå i alt";55.8;68.7
"5436 Porsanger - Porsángu - Porsanki";"25-44 år";"Grunnskolenivå";37.5;57.3
"5436 Porsanger - Porsángu - Porsanki";"25-44 år";"Videregående skolenivå";64.3;73.5
"5436 Porsanger - Porsángu - Porsanki";"25-44 år";"Universitets- og høgskolenivå";71.9;75.7
"5436 Porsanger - Porsángu - Porsanki";"25-44 år";"Uoppgitt eller ingen fullført utdanning";31.6;34.6
"5436 Porsanger - Porsángu - Porsanki";"45-66 år";"Utdanningsnivå i alt";68.7;72.7
"5436 Porsanger - Porsángu - Porsanki";"45-66 år";"Grunnskolenivå";55.6;62.8
"5436 Porsanger - Porsángu - Porsanki";"45-66 år";"Videregående skolenivå";71.8;68.5
"5436 Porsanger - Porsángu - Porsanki";"45-66 år";"Universitets- og høgskolenivå";83.6;82.6
"5436 Porsanger - Porsángu - Porsanki";"45-66 år";"Uoppgitt eller ingen fullført utdanning";42.9;56.3
"5436 Porsanger - Porsángu - Porsanki";"67-79 år";"Utdanningsnivå i alt";72.2;76.4
"5436 Porsanger - Porsángu - Porsanki";"67-79 år";"Grunnskolenivå";59.5;62.8
"5436 Porsanger - Porsángu - Porsanki";"67-79 år";"Videregående skolenivå";77.5;79.2
"5436 Porsanger - Porsángu - Porsanki";"67-79 år";"Universitets- og høgskolenivå";80.4;86.8
"5436 Porsanger - Porsángu - Porsanki";"67-79 år";"Uoppgitt eller ingen fullført utdanning";40.0;50.0
"5436 Porsanger - Porsángu - Porsanki";"80 år eller eldre";"Utdanningsnivå i alt";62.5;49.0
"5436 Porsanger - Porsángu - Porsanki";"80 år eller eldre";"Grunnskolenivå";55.3;38.9
"5436 Porsanger - Porsángu - Porsanki";"80 år eller eldre";"Videregående skolenivå";69.4;56.4
"5436 Porsanger - Porsángu - Porsanki";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5436 Porsanger - Porsángu - Porsanki";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;.
"5437 Kárásjohka - Karasjok";"Alder i alt";"Utdanningsnivå i alt";64.3;72.9
"5437 Kárásjohka - Karasjok";"Alder i alt";"Grunnskolenivå";56.3;61.5
"5437 Kárásjohka - Karasjok";"Alder i alt";"Videregående skolenivå";66.6;72.8
"5437 Kárásjohka - Karasjok";"Alder i alt";"Universitets- og høgskolenivå";79.6;81.2
"5437 Kárásjohka - Karasjok";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";37.9;48.3
"5437 Kárásjohka - Karasjok";"18-19 år";"Utdanningsnivå i alt";63.6;68.6
"5437 Kárásjohka - Karasjok";"18-19 år";"Grunnskolenivå";63.6;68.6
"5437 Kárásjohka - Karasjok";"18-19 år";"Videregående skolenivå";.;.
"5437 Kárásjohka - Karasjok";"18-19 år";"Universitets- og høgskolenivå";.;.
"5437 Kárásjohka - Karasjok";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5437 Kárásjohka - Karasjok";"20-24 år";"Utdanningsnivå i alt";41.1;54.6
"5437 Kárásjohka - Karasjok";"20-24 år";"Grunnskolenivå";41.9;43.8
"5437 Kárásjohka - Karasjok";"20-24 år";"Videregående skolenivå";42.4;59.3
"5437 Kárásjohka - Karasjok";"20-24 år";"Universitets- og høgskolenivå";:;:
"5437 Kárásjohka - Karasjok";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;.
"5437 Kárásjohka - Karasjok";"25-44 år";"Utdanningsnivå i alt";51.1;65.6
"5437 Kárásjohka - Karasjok";"25-44 år";"Grunnskolenivå";42.0;58.2
"5437 Kárásjohka - Karasjok";"25-44 år";"Videregående skolenivå";60.9;61.4
"5437 Kárásjohka - Karasjok";"25-44 år";"Universitets- og høgskolenivå";60.7;72.8
"5437 Kárásjohka - Karasjok";"25-44 år";"Uoppgitt eller ingen fullført utdanning";16.7;41.2
"5437 Kárásjohka - Karasjok";"45-66 år";"Utdanningsnivå i alt";76.1;81.6
"5437 Kárásjohka - Karasjok";"45-66 år";"Grunnskolenivå";68.9;69.8
"5437 Kárásjohka - Karasjok";"45-66 år";"Videregående skolenivå";75.9;77.9
"5437 Kárásjohka - Karasjok";"45-66 år";"Universitets- og høgskolenivå";90.8;88.0
"5437 Kárásjohka - Karasjok";"45-66 år";"Uoppgitt eller ingen fullført utdanning";50.0;50.0
"5437 Kárásjohka - Karasjok";"67-79 år";"Utdanningsnivå i alt";75.6;79.6
"5437 Kárásjohka - Karasjok";"67-79 år";"Grunnskolenivå";62.3;69.1
"5437 Kárásjohka - Karasjok";"67-79 år";"Videregående skolenivå";77.2;85.2
"5437 Kárásjohka - Karasjok";"67-79 år";"Universitets- og høgskolenivå";86.5;81.7
"5437 Kárásjohka - Karasjok";"67-79 år";"Uoppgitt eller ingen fullført utdanning";100.0;100.0
"5437 Kárásjohka - Karasjok";"80 år eller eldre";"Utdanningsnivå i alt";63.8;63.8
"5437 Kárásjohka - Karasjok";"80 år eller eldre";"Grunnskolenivå";64.3;56.3
"5437 Kárásjohka - Karasjok";"80 år eller eldre";"Videregående skolenivå";61.5;72.7
"5437 Kárásjohka - Karasjok";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5437 Kárásjohka - Karasjok";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;100.0
"5438 Lebesby";"Alder i alt";"Utdanningsnivå i alt";64.3;75.3
"5438 Lebesby";"Alder i alt";"Grunnskolenivå";51.6;67.8
"5438 Lebesby";"Alder i alt";"Videregående skolenivå";76.4;77.5
"5438 Lebesby";"Alder i alt";"Universitets- og høgskolenivå";82.4;83.9
"5438 Lebesby";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";28.1;60.9
"5438 Lebesby";"18-19 år";"Utdanningsnivå i alt";40.0;64.7
"5438 Lebesby";"18-19 år";"Grunnskolenivå";40.0;64.7
"5438 Lebesby";"18-19 år";"Videregående skolenivå";.;.
"5438 Lebesby";"18-19 år";"Universitets- og høgskolenivå";.;.
"5438 Lebesby";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5438 Lebesby";"20-24 år";"Utdanningsnivå i alt";48.8;70.0
"5438 Lebesby";"20-24 år";"Grunnskolenivå";56.5;25.0
"5438 Lebesby";"20-24 år";"Videregående skolenivå";35.3;88.9
"5438 Lebesby";"20-24 år";"Universitets- og høgskolenivå";:;:
"5438 Lebesby";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;..
"5438 Lebesby";"25-44 år";"Utdanningsnivå i alt";57.5;74.1
"5438 Lebesby";"25-44 år";"Grunnskolenivå";40.6;65.0
"5438 Lebesby";"25-44 år";"Videregående skolenivå";73.1;71.4
"5438 Lebesby";"25-44 år";"Universitets- og høgskolenivå";82.8;77.1
"5438 Lebesby";"25-44 år";"Uoppgitt eller ingen fullført utdanning";26.7;83.3
"5438 Lebesby";"45-66 år";"Utdanningsnivå i alt";69.6;80.2
"5438 Lebesby";"45-66 år";"Grunnskolenivå";54.2;73.9
"5438 Lebesby";"45-66 år";"Videregående skolenivå";85.2;81.7
"5438 Lebesby";"45-66 år";"Universitets- og høgskolenivå";78.4;89.3
"5438 Lebesby";"45-66 år";"Uoppgitt eller ingen fullført utdanning";31.3;44.4
"5438 Lebesby";"67-79 år";"Utdanningsnivå i alt";77.8;77.1
"5438 Lebesby";"67-79 år";"Grunnskolenivå";68.6;75.8
"5438 Lebesby";"67-79 år";"Videregående skolenivå";80.0;75.6
"5438 Lebesby";"67-79 år";"Universitets- og høgskolenivå";92.9;88.9
"5438 Lebesby";"67-79 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5438 Lebesby";"80 år eller eldre";"Utdanningsnivå i alt";57.9;60.5
"5438 Lebesby";"80 år eller eldre";"Grunnskolenivå";54.6;57.7
"5438 Lebesby";"80 år eller eldre";"Videregående skolenivå";61.5;63.6
"5438 Lebesby";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5438 Lebesby";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;.
"5439 Gamvik";"Alder i alt";"Utdanningsnivå i alt";59.2;70.7
"5439 Gamvik";"Alder i alt";"Grunnskolenivå";:;:
"5439 Gamvik";"Alder i alt";"Videregående skolenivå";:;:
"5439 Gamvik";"Alder i alt";"Universitets- og høgskolenivå";:;:
"5439 Gamvik";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";:;:
"5439 Gamvik";"18-19 år";"Utdanningsnivå i alt";:;:
"5439 Gamvik";"18-19 år";"Grunnskolenivå";:;:
"5439 Gamvik";"18-19 år";"Videregående skolenivå";.;.
"5439 Gamvik";"18-19 år";"Universitets- og høgskolenivå";.;.
"5439 Gamvik";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5439 Gamvik";"20-24 år";"Utdanningsnivå i alt";:;:
"5439 Gamvik";"20-24 år";"Grunnskolenivå";:;:
"5439 Gamvik";"20-24 år";"Videregående skolenivå";:;:
"5439 Gamvik";"20-24 år";"Universitets- og høgskolenivå";.;:
"5439 Gamvik";"20-24 år";"Uoppgitt eller ingen fullført utdanning";:;.
"5439 Gamvik";"25-44 år";"Utdanningsnivå i alt";:;:
"5439 Gamvik";"25-44 år";"Grunnskolenivå";:;:
"5439 Gamvik";"25-44 år";"Videregående skolenivå";:;:
"5439 Gamvik";"25-44 år";"Universitets- og høgskolenivå";:;:
"5439 Gamvik";"25-44 år";"Uoppgitt eller ingen fullført utdanning";:;:
"5439 Gamvik";"45-66 år";"Utdanningsnivå i alt";:;:
"5439 Gamvik";"45-66 år";"Grunnskolenivå";:;:
"5439 Gamvik";"45-66 år";"Videregående skolenivå";:;:
"5439 Gamvik";"45-66 år";"Universitets- og høgskolenivå";:;:
"5439 Gamvik";"45-66 år";"Uoppgitt eller ingen fullført utdanning";:;:
"5439 Gamvik";"67-79 år";"Utdanningsnivå i alt";:;:
"5439 Gamvik";"67-79 år";"Grunnskolenivå";:;:
"5439 Gamvik";"67-79 år";"Videregående skolenivå";:;:
"5439 Gamvik";"67-79 år";"Universitets- og høgskolenivå";:;:
"5439 Gamvik";"67-79 år";"Uoppgitt eller ingen fullført utdanning";:;:
"5439 Gamvik";"80 år eller eldre";"Utdanningsnivå i alt";:;:
"5439 Gamvik";"80 år eller eldre";"Grunnskolenivå";:;:
"5439 Gamvik";"80 år eller eldre";"Videregående skolenivå";:;:
"5439 Gamvik";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5439 Gamvik";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;:
"5440 Berlevåg";"Alder i alt";"Utdanningsnivå i alt";66.4;73.7
"5440 Berlevåg";"Alder i alt";"Grunnskolenivå";:;:
"5440 Berlevåg";"Alder i alt";"Videregående skolenivå";:;:
"5440 Berlevåg";"Alder i alt";"Universitets- og høgskolenivå";:;:
"5440 Berlevåg";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";:;:
"5440 Berlevåg";"18-19 år";"Utdanningsnivå i alt";:;:
"5440 Berlevåg";"18-19 år";"Grunnskolenivå";:;:
"5440 Berlevåg";"18-19 år";"Videregående skolenivå";.;.
"5440 Berlevåg";"18-19 år";"Universitets- og høgskolenivå";.;.
"5440 Berlevåg";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5440 Berlevåg";"20-24 år";"Utdanningsnivå i alt";:;:
"5440 Berlevåg";"20-24 år";"Grunnskolenivå";:;:
"5440 Berlevåg";"20-24 år";"Videregående skolenivå";:;:
"5440 Berlevåg";"20-24 år";"Universitets- og høgskolenivå";:;:
"5440 Berlevåg";"20-24 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5440 Berlevåg";"25-44 år";"Utdanningsnivå i alt";:;:
"5440 Berlevåg";"25-44 år";"Grunnskolenivå";:;:
"5440 Berlevåg";"25-44 år";"Videregående skolenivå";:;:
"5440 Berlevåg";"25-44 år";"Universitets- og høgskolenivå";:;:
"5440 Berlevåg";"25-44 år";"Uoppgitt eller ingen fullført utdanning";:;:
"5440 Berlevåg";"45-66 år";"Utdanningsnivå i alt";:;:
"5440 Berlevåg";"45-66 år";"Grunnskolenivå";:;:
"5440 Berlevåg";"45-66 år";"Videregående skolenivå";:;:
"5440 Berlevåg";"45-66 år";"Universitets- og høgskolenivå";:;:
"5440 Berlevåg";"45-66 år";"Uoppgitt eller ingen fullført utdanning";:;:
"5440 Berlevåg";"67-79 år";"Utdanningsnivå i alt";:;:
"5440 Berlevåg";"67-79 år";"Grunnskolenivå";:;:
"5440 Berlevåg";"67-79 år";"Videregående skolenivå";:;:
"5440 Berlevåg";"67-79 år";"Universitets- og høgskolenivå";:;:
"5440 Berlevåg";"67-79 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5440 Berlevåg";"80 år eller eldre";"Utdanningsnivå i alt";:;:
"5440 Berlevåg";"80 år eller eldre";"Grunnskolenivå";:;:
"5440 Berlevåg";"80 år eller eldre";"Videregående skolenivå";:;:
"5440 Berlevåg";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5440 Berlevåg";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;:
"5441 Deatnu - Tana";"Alder i alt";"Utdanningsnivå i alt";66.1;72.7
"5441 Deatnu - Tana";"Alder i alt";"Grunnskolenivå";56.7;60.5
"5441 Deatnu - Tana";"Alder i alt";"Videregående skolenivå";73.7;72.7
"5441 Deatnu - Tana";"Alder i alt";"Universitets- og høgskolenivå";81.5;85.7
